,County,State,Price,Population
2365,Chattahoochee County,GA,107195,8819
2366,Brown County,KS,123052,9364
2367,Jones County,NC,127863,9233
2368,Benewah County,ID,325833,10370
2369,Brewster County,TX,228910,9343
2370,Nowata County,OK,129389,9483
2371,Rice County,KS,97096,9407
2372,Howard County,IA,168313,9533
2373,Emmet County,IA,118893,9176
2374,Clear Creek County,CO,578406,9355
2375,Beaverhead County,MT,351217,9719
2376,Deer Lodge County,MT,252759,9510
2377,Hamilton County,NE,253415,9429
2378,Clinton County,KY,138261,9123
2379,Pipestone County,MN,156362,9355
2380,Charles Mix County,SD,223642,9213
2381,Jasper County,IL,147672,9212
2382,Johnson County,GA,114542,9242
2383,Pratt County,KS,108215,9067
2384,Kemper County,MS,123123,8654
2385,White Pine County,NV,173562,8788
2386,Forest County,WI,194305,9381
2387,McLean County,KY,120170,9105
2388,Somervell County,TX,377638,9757
2389,Montmorency County,MI,155385,9569
2390,Stephens County,TX,141210,9390
2391,Catahoula Parish,LA,99782,8566
2392,Claiborne County,MS,89734,8805
2393,Seminole County,GA,122846,9127
2394,Terrell County,GA,98230,8754
2395,Marshall County,MN,184887,8861
2396,Davis County,IA,210326,9130
2397,Hancock County,KY,167931,9021
2398,Cloud County,KS,91901,8946
2399,Cuming County,NE,222230,8929
2400,Dawson County,MT,216867,8830
2401,Crittenden County,KY,93332,8981
2402,Palo Alto County,IA,143409,8764
2403,Livingston County,KY,123512,8963
2404,Phelps County,NE,184468,8988
2405,Wilkinson County,GA,113534,8681
2406,Stillwater County,MT,435520,9177
2407,Alger County,MI,178825,8807
2408,Mitchell County,TX,83694,8943
2409,Richmond County,VA,224218,9080
2410,Oregon County,MO,152875,8732
2411,Turner County,GA,114833,8842
2412,Caldwell County,MO,193242,8933
2413,Wilcox County,GA,113810,8761
2414,Dimmit County,TX,104631,8387
2415,Lee County,AR,78454,8364
2416,Greene County,IA,144725,8741
2417,Sublette County,WY,415381,8763
2418,Blaine County,OK,92492,8409
2419,Monona County,IA,138160,8486
2420,Woods County,OK,108707,8587
2421,Modoc County,CA,184220,8511
2422,Clearwater County,ID,287655,9015
2423,Wilson County,KS,82816,8622
2424,Wilkinson County,MS,106343,8143
2425,Perry County,AL,113845,8035
2426,Montgomery County,GA,166842,8655
2427,Lyon County,KY,137309,9101
2428,Gallatin County,KY,199415,8763
2429,Jenkins County,GA,127738,8689
2430,Benton County,IN,166604,8719
2431,Ritchie County,WV,110605,8207
2432,Quay County,NM,88298,8546
2433,Ozark County,MO,214148,8940
2434,Hancock County,GA,189014,8387
2435,Lucas County,IA,160074,8689
2436,Monroe County,MO,177252,8652
2437,Turner County,SD,272019,8856
2438,Archer County,TX,207053,8835
2439,Platte County,WY,267674,8645
2440,Carroll County,MO,133626,8423
2441,Mathews County,VA,328406,8490
2442,Montgomery County,AR,173246,8556
2443,Clearwater County,MN,217876,8649
2444,Kiowa County,OK,60594,8345
2445,Trimble County,KY,199095,8539
2446,Madison County,MT,635924,9265
2447,Jack County,TX,156377,8922
2448,Rosebud County,MT,234071,8088
2449,Johnson County,WY,387264,8730
2450,Maries County,MO,220763,8431
2451,Knox County,NE,150759,8336
2452,Warren County,IN,211939,8461
2453,Hickory County,MO,177987,8630
2454,Daviess County,MO,230972,8435
2455,Webster County,WV,65447,8167
2456,Mercer County,ND,193995,8333
2457,Cedar County,NE,198093,8371
2458,Tyler County,WV,109254,8183
2459,Bracken County,KY,160506,8452
2460,Dawes County,NE,168738,8241
2461,Coffey County,KS,155008,8280
2462,Custer County,SD,453697,9006
2463,Butler County,NE,199008,8427
2464,Lafayette County,FL,246629,7786
2465,Perry County,TN,157073,8685
2466,Keith County,NE,208755,8269
2467,Prairie County,AR,121208,8069
2468,Allendale County,SC,63717,7579
2469,Atkinson County,GA,100840,8183
2470,Choctaw County,MS,120197,8037
2471,Baraga County,MI,143035,8277
2472,Houston County,TN,198845,8219
2473,Harrison County,MO,112548,8199
2474,Murray County,MN,204270,8060
2475,Hamilton County,TX,198495,8298
2476,Oscoda County,MI,114808,8404
2477,Clay County,WV,94510,7814
2478,Lake County,OR,174682,8385
2479,Graham County,NC,244269,7980
2480,Clay County,KS,134746,8043
2481,San Miguel County,CO,1933134,8003
2482,Twiggs County,GA,89093,7680
2483,Hamilton County,IL,85458,7984
2484,Traill County,ND,184356,7958
2485,Pocahontas County,WV,143746,7819
2486,Schoolcraft County,MI,154192,8188
2487,Liberty County,FL,176635,7603
2488,San Augustine County,TX,152675,7857
2489,Lemhi County,ID,362177,8240
2490,Doddridge County,WV,119955,7698
2491,Humphreys County,MS,81706,7333
2492,Thomas County,KS,158538,7893
2493,Richardson County,NE,99340,7705
2494,Searcy County,AR,150279,7918
2495,Taylor County,GA,131480,7737
2496,Power County,ID,283888,8068
2497,Greene County,AL,106192,7422
2498,Coleman County,TX,94954,7850
2499,Ballard County,KY,112778,7650
2500,Anderson County,KS,162750,7776
2501,Red River Parish,LA,110020,7420
2502,Washakie County,WY,246309,7719
2503,Major County,OK,143773,7502
2504,Decatur County,IA,129351,7683
2505,Yoakum County,TX,157408,7451
2506,Franklin County,MS,140322,7642
2507,Benton County,MS,121406,7550
2508,Merrick County,NE,199754,7721
2509,Lincoln County,GA,211329,7841
2510,McCulloch County,TX,116113,7497
2511,Kane County,UT,397263,8227
2512,Cleveland County,AR,137784,7467
2513,Winkler County,TX,103548,7306
2514,Pleasants County,WV,150883,7586
2515,Monroe County,IA,156225,7550
2516,Dade County,MO,161909,7660
2517,Conejos County,CO,207062,7579
2518,Wheeler County,GA,125148,7314
2519,Clay County,TN,187603,7620
2520,Marion County,GA,119586,7449
2521,Valley County,MT,258445,7513
2522,Grant County,SD,162644,7463
2523,Boise County,ID,428880,8333
2524,Doniphan County,KS,130392,7440
2525,Nicholas County,KY,136026,7805
2526,Gilmer County,WV,115046,7325
2527,East Carroll Parish,LA,57957,6990
2528,Kingman County,KS,143650,7193
2529,Harney County,OR,201369,7515
2530,Castro County,TX,112133,7298
2531,Worth County,IA,163030,7319
2532,Adair County,IA,167305,7494
2533,Chariton County,MO,119222,7386
2534,Grant County,KS,139482,7197
2535,Lake County,CO,474416,7327
2536,Elliott County,KY,111471,7293
2537,Hutchinson County,SD,186356,7368
2538,Rappahannock County,VA,502241,7502
2539,Newton County,AR,204638,7078
2540,Wallowa County,OR,419216,7659
2541,Pepin County,WI,237793,7410
2542,Grand Isle County,VT,467476,7489
2543,Jefferson County,MS,107904,7087
2544,Pierce County,NE,212848,7332
2545,Lee County,KY,113034,7261
2546,Grant County,OR,267905,7218
2547,Jefferson County,NE,120049,7154
2548,Ferry County,WA,278011,7448
2549,Van Buren County,IA,144349,7256
2550,Lake County,TN,87174,6507
2551,Crook County,WY,360061,7448
2552,Shannon County,MO,165137,7193
2553,Dallam County,TX,134598,7241
2554,Broadwater County,MT,478502,7793
2555,Forest County,PA,89885,6626
2556,Brooks County,TX,61150,6906
2557,Union County,IN,195634,6952
2558,Pocahontas County,IA,100832,7053
2559,Goliad County,TX,252550,7131
2560,Kit Carson County,CO,229580,6961
2561,Tillman County,OK,46180,6977
2562,Swisher County,TX,87969,6881
2563,Blaine County,MT,221907,6936
2564,Nemaha County,NE,145942,7035
2565,Bon Homme County,SD,150572,7062
2566,Caribou County,ID,288448,7190
2567,Fall River County,SD,244619,7370
2568,Ida County,IA,140600,6888
2569,Bailey County,TX,111016,6779
2570,Beaver County,UT,303263,7327
2571,La Salle County,TX,97540,6604
2572,Powell County,MT,297731,7051
2573,Schuyler County,IL,147327,6746
2574,Pembina County,ND,108958,6763
2575,Monroe County,AR,71962,6564
2576,Weston County,WY,232577,6860
2577,Wabaunsee County,KS,225839,7019
2578,Tucker County,WV,190893,6568
2579,Refugio County,TX,132810,6632
2580,Charles City County,VA,257513,6605
2581,Thurston County,NE,147523,6507
2582,Huerfano County,CO,263414,7082
2583,Childress County,TX,83702,6809
2584,Russell County,KS,92570,6639
2585,Clinch County,GA,100415,6662
2586,Burt County,NE,158355,6755
2587,Fremont County,IA,147770,6464
2588,Hancock County,TN,164547,6845
2589,King and Queen County,VA,264692,6718
2590,Pershing County,NV,199674,6462
2591,Wolfe County,KY,155848,6400
2592,Clark County,MO,126171,6723
2593,Dallas County,AR,81173,6191
2594,Kearney County,NE,223735,6690
2595,Surry County,VA,254058,6527
2596,Fulton County,KY,67691,6382
2597,Wayne County,IA,121332,6467
2598,Randolph County,GA,90653,6116
2599,Norman County,MN,153715,6377
2600,Wilkin County,MN,191415,6350
2601,Rio Blanco County,CO,287086,6569
2602,Henderson County,IL,102607,6151
2603,Moore County,TN,319497,6742
2604,Howard County,NE,254330,6515
2605,Bottineau County,ND,180219,6376
2606,Calhoun County,WV,98983,6068
2607,Treutlen County,GA,108513,6365
2608,Spink County,SD,134444,6235
2609,Ellsworth County,KS,109018,6355
2610,Lafayette County,AR,82988,6101
2611,Saguache County,CO,251135,6623
2612,Pawnee County,KS,86064,6179
2613,Moody County,SD,258904,6349
2614,Woodruff County,AR,73652,6049
2615,Brown County,IL,111033,6330
2616,Presidio County,TX,185856,5939
2617,Bear Lake County,ID,371515,6722
2618,Antelope County,NE,172091,6293
2619,Bland County,VA,166841,6148
2620,Pendleton County,WV,181516,6011
2621,Edwards County,IL,76766,6071
2622,Gentry County,MO,98387,6253
2623,Teton County,MT,307904,6368
2624,Osceola County,IA,140863,6036
2625,Menifee County,KY,103723,6250
2626,Reynolds County,MO,146631,6006
2627,Hamlin County,SD,290267,6352
2628,Clay County,NE,146069,6049
2629,Benson County,ND,113361,5770
2630,Shelby County,MO,150481,5982
2631,Van Buren County,TN,190198,6429
2632,Iron County,WI,184440,6224
2633,Greenwood County,KS,75174,5939
2634,Sullivan County,MO,72707,5840
2635,Grant County,MN,202218,6136
2636,Cumberland County,KY,116327,5946
2637,Crowley County,CO,142377,5614
2638,Miller County,GA,130589,5807
2639,Pondera County,MT,238427,6078
2640,Essex County,VT,216795,5994
2641,Sherman County,KS,138943,5830
2642,Sullivan County,PA,225083,5855
2643,Taylor County,IA,117247,5858
2644,Ohio County,IN,263825,6114
2645,Chouteau County,MT,258497,5898
2646,Ontonagon County,MI,113015,5863
2647,Mitchell County,KS,114392,5738
2648,Stanton County,NE,230772,5717
2649,Bent County,CO,103249,5399
2650,Carson County,TX,134374,5784
2651,Talbot County,GA,145254,5747
2652,Gilpin County,CO,530316,5891
2653,Ottawa County,KS,146830,5795
2654,San Saba County,TX,185603,5824
2655,Alfalfa County,OK,70873,5637
2656,Garza County,TX,90856,6262
2657,Lander County,NV,198135,5766
2658,Gray County,KS,203420,5729
2659,Ransom County,ND,156822,5640
2660,McCook County,SD,262896,5778
2661,Calhoun County,GA,81502,5469
2662,Audubon County,IA,132952,5598
2663,Lincoln County,MN,157248,5580
2664,Cameron Parish,LA,188919,4902
2665,Putnam County,IL,168250,5572
2666,Dixon County,NE,170052,5464
2667,Lincoln County,CO,233410,5510
2668,Tripp County,SD,190994,5565
2669,Cotton County,OK,93968,5477
2670,Lynn County,TX,148638,5724
2671,Cook County,MN,404129,5708
2672,Fillmore County,NE,154055,5553
2673,Greer County,OK,65941,5547
2674,Washington County,KS,121026,5501
2675,Harper County,KS,78502,5323
2676,Luce County,MI,103554,5330
2677,Cherry County,NE,183852,5464
2678,Jefferson County,OK,60813,5389
2679,Day County,SD,208563,5479
2680,Floyd County,TX,72049,5235
2681,Hartley County,TX,232038,5208
2682,Alexander County,IL,42024,4858
2683,Norton County,KS,86087,5301
2684,Stark County,IL,93200,5345
2685,Mahnomen County,MN,144690,5328
2686,Haskell County,TX,85402,5403
2687,McHenry County,ND,117369,5189
2688,Boone County,NE,223530,5385
2689,Morris County,KS,146315,5349
2690,Carter County,MO,112812,5268
2691,Walworth County,SD,135871,5265
2692,Stewart County,GA,58665,4648
2693,Hansford County,TX,120232,5151
2694,Stevens County,KS,139947,5175
2695,Atchison County,MO,125068,5182
2696,Johnson County,NE,169995,5287
2697,Coal County,OK,105449,5313
2698,Pulaski County,IL,66286,4991
2699,Crosby County,TX,68670,4998
2700,Wirt County,WV,107557,5091
2701,Delta County,TX,172811,5406
2702,Brule County,SD,204366,5321
2703,Polk County,NE,188316,5166
2704,Warren County,GA,87913,5155
2705,Martin County,TX,208945,5217
2706,Lincoln County,ID,294982,5329
2707,Scott County,KS,143318,5014
2708,Big Stone County,MN,152872,5144
2709,Sheridan County,NE,120489,4996
2710,Kingsbury County,SD,209118,5294
2711,Beaver County,OK,135219,5016
2712,Wheeler County,TX,87963,4807
2713,Hamilton County,NY,246986,5118
2714,Garfield County,UT,323641,5281
2715,Thayer County,NE,121070,4885
2716,Gallatin County,IL,70048,4855
2717,Phillips County,KS,98165,4809
2718,Pickett County,TN,201247,5107
2719,Toole County,MT,171922,5082
2720,Dickey County,ND,129758,4923
2721,Rooks County,KS,98761,4813
2722,Scott County,IL,70838,4790
2723,Craig County,VA,239120,4847
2724,Jim Hogg County,TX,77755,4763
2725,Ouray County,CO,828518,5100
2726,Washington County,CO,235315,4812
2727,Carlisle County,KY,116723,4720
2728,Musselshell County,MT,225162,5197
2729,Calhoun County,AR,105720,4695
2730,Scotland County,MO,115847,4643
2731,Ringgold County,IA,150437,4670
2732,Custer County,CO,381046,5335
2733,Putnam County,MO,174385,4666
2734,Republic County,KS,94025,4642
2735,Hyde County,NC,238934,4576
2736,Hot Springs County,WY,232858,4588
2737,Furnas County,NE,107420,4575
2738,Crane County,TX,169265,4546
2739,Schley County,GA,163863,4496
2740,Lincoln County,NV,201065,4482
2741,Cameron County,PA,74813,4418
2742,Morrill County,NE,135962,4527
2743,Mineral County,NV,113909,4525
2744,Dewey County,OK,121546,4401
2745,Florence County,WI,173434,4688
2746,Calhoun County,IL,158756,4360
2747,Hickman County,KY,122690,4422
2748,Mills County,TX,182082,4500
2749,Oneida County,ID,308218,4712
2750,Phillips County,CO,244817,4449
2751,Mineral County,MT,361872,5058
2752,Marshall County,SD,219193,4374
2753,Wahkiakum County,WA,392403,4688
2754,Adams County,ID,475298,4817
2755,Menominee County,WI,291254,4197
2756,Holt County,MO,128358,4262
2757,Kimble County,TX,223416,4422
2758,Deuel County,SD,266109,4352
2759,Custer County,ID,314561,4506
2760,Tensas Parish,LA,111168,3846
2761,Bath County,VA,205934,4049
2762,Phillips County,MT,250843,4240
2763,Hidalgo County,NM,112749,4003
2764,Kittson County,MN,122520,4059
2765,Barber County,KS,67907,4122
2766,Grant County,OK,89507,4124
2767,Sharkey County,MS,89370,3488
2768,Nuckolls County,NE,93504,4041
2769,Union County,NM,100267,3980
2770,Stafford County,KS,82560,3993
2771,Owsley County,KY,111991,3929
2772,Schuyler County,MO,138988,4002
2773,Meade County,KS,104492,3897
2774,Dunn County,ND,249312,4015
2775,Storey County,NV,447217,4170
2776,Wells County,ND,113070,3930
2777,Valley County,NE,164133,4073
2778,Kearny County,KS,175751,3855
2779,Edmunds County,SD,207198,4065
2780,Columbia County,WA,277095,4026
2781,Corson County,SD,122025,3826
2782,Mason County,TX,291272,3982
2783,Red Lake County,MN,193331,3874
2784,Sargent County,ND,119652,3795
2785,Pope County,IL,135497,3770
2786,Ellis County,OK,94352,3657
2787,Haskell County,KS,148807,3576
2788,Clark County,SD,175873,3912
2789,Knox County,MO,129484,3776
2790,Lake of the Woods County,MN,202920,3871
2791,Cavalier County,ND,139109,3597
2792,Fisher County,TX,86734,3622
2793,Hardin County,IL,82853,3597
2794,Adams County,IA,162255,3611
2795,Chase County,NE,189996,3772
2796,Echols County,GA,143212,3686
2797,Sweet Grass County,MT,410569,3715
2798,Petersburg Borough,AK,309990,3360
2799,Lewis County,ID,252736,3763
2800,Smith County,KS,82808,3533
2801,Kimball County,NE,145431,3315
2802,Catron County,NM,191744,3827
2803,Hardeman County,TX,51713,3516
2804,Mercer County,MO,121011,3437
2805,Sheridan County,MT,201209,3564
2806,Costilla County,CO,185976,3603
2807,Osborne County,KS,71914,3490
2808,Baylor County,TX,88632,3466
2809,Roger Mills County,OK,169428,3320
2810,Hemphill County,TX,161363,3217
2811,Webster County,NE,115655,3336
2812,Tyrrell County,NC,160689,3365
2813,Sutton County,TX,133223,3217
2814,Bennett County,SD,189446,3336
2815,Foster County,ND,150756,3378
2816,Chautauqua County,KS,69795,3415
2817,Nance County,NE,162468,3326
2818,Knox County,TX,70031,3273
2819,Reagan County,TX,161364,3135
2820,Traverse County,MN,116546,3275
2821,Harper County,OK,67987,3129
2822,Upton County,TX,94582,3152
2823,Granite County,MT,430110,3502
2824,Emmons County,ND,102949,3250
2825,Coke County,TX,120930,3333
2826,Donley County,TX,86975,3339
2827,Harlan County,NE,145952,3054
2828,Kinney County,TX,90302,3128
2829,Concho County,TX,123262,3340
2830,Woodson County,KS,79418,3109
2831,Shackelford County,TX,139041,3186
2832,Lipscomb County,TX,110729,2854
2833,Sierra County,CA,330685,3217
2834,Fallon County,MT,216942,3011
2835,Hand County,SD,224690,3140
2836,Nelson County,ND,99516,2995
2837,Bowman County,ND,167563,2894
2838,Sherman County,NE,169535,2980
2839,Perkins County,SD,134967,2804
2840,Stanley County,SD,318184,2999
2841,Lincoln County,KS,106033,2899
2842,Collingsworth County,TX,81565,2568
2843,Crockett County,TX,76496,2943
2844,Baker County,GA,104445,2788
2845,Jewell County,KS,85374,2898
2846,Franklin County,NE,105896,2873
2847,Edwards County,KS,69828,2739
2848,Glascock County,GA,157111,2939
2849,Clay County,GA,145679,2845
2850,Rush County,KS,71794,2927
2851,Hall County,TX,68018,2810
2852,Jackson County,SD,109681,2821
2853,Perkins County,NE,174985,2829
2854,Real County,TX,261744,2840
2855,Trego County,KS,116508,2752
2856,Decatur County,KS,82566,2689
2857,Logan County,KS,117525,2705
2858,Gove County,KS,115269,2717
2859,Brown County,NE,122865,2872
2860,Morton County,KS,93070,2599
2861,Ness County,KS,79261,2645
2862,Cheyenne County,KS,115967,2583
2863,Hitchcock County,NE,117051,2598
2864,Potter County,SD,142101,2438
2865,Chase County,KS,136506,2548
2866,Hamilton County,KS,104018,2430
2867,Pawnee County,NE,124438,2528
2868,Cochran County,TX,61933,2526
2869,Harmon County,OK,47585,2428
2870,Rawlins County,KS,105021,2528
2871,Frontier County,NE,177133,2633
2872,Rich County,UT,590698,2628
2873,Hettinger County,ND,96010,2406
2874,Wayne County,UT,367556,2645
2875,Niobrara County,WY,174930,2380
2876,Elk County,KS,70527,2441
2877,Sheridan County,KS,152532,2425
2878,Sedgwick County,CO,149653,2295
2879,Kiowa County,KS,127373,2404
2880,Graham County,KS,85881,2411
2881,Kidder County,ND,156948,2393
2882,Eddy County,ND,91235,2314
2883,Webster County,GA,124744,2328
2884,Sanborn County,SD,195072,2415
2885,Sherman County,TX,127053,2799
2886,Renville County,ND,140577,2220
2887,Miner County,SD,187659,2304
2888,Dolores County,CO,251594,2455
2889,Garfield County,WA,234042,2363
2890,Cimarron County,OK,63430,2252
2891,Quitman County,GA,119701,2249
2892,Griggs County,ND,85410,2252
2893,Adams County,ND,114011,2115
2894,Highland County,VA,255862,2301
2895,Greeley County,NE,156488,2227
2896,Culberson County,TX,114607,2155
2897,Robertson County,KY,141754,2229
2898,Towner County,ND,85357,2064
2899,Burke County,ND,102132,2155
2900,Wichita County,KS,126904,2064
2901,Haines Borough,AK,277703,2056
2902,Stanton County,KS,118437,1963
2903,Wheatland County,MT,169366,2032
2904,Keweenaw County,MI,187871,2180
2905,Liberty County,MT,229536,1972
2906,Jeff Davis County,TX,213108,1903
2907,Judith Basin County,MT,278572,2105
2908,Worth County,MO,109808,1955
2909,Clark County,KS,78304,1933
2910,Menard County,TX,149148,1968
2911,Armstrong County,TX,185114,1850
2912,Gilliam County,OR,222372,2018
2913,Meagher County,MT,298690,2013
2914,Dundy County,NE,116261,1590
2915,Garfield County,NE,197459,1801
2916,Deuel County,NE,134108,1902
2917,De Baca County,NM,92330,1693
2918,Hodgeman County,KS,111789,1755
2919,Oliver County,ND,196538,1856
2920,Golden Valley County,ND,137849,1744
2921,Boyd County,NE,96016,1741
2922,Jerauld County,SD,199537,1650
2923,Gosper County,NE,297882,1808
2924,Comanche County,KS,68367,1681
2925,McCone County,MT,278782,1709
2926,Sherman County,OR,243531,1955
2927,Powder River County,MT,287720,1725
2928,Daniels County,MT,227603,1628
2929,Garden County,NE,132562,1837
2930,Cheyenne County,CO,181378,1732
2931,Eureka County,NV,134141,1863
2932,Taliaferro County,GA,133862,1600
2933,Dickens County,TX,68767,1726
2934,Cottle County,TX,78813,1307
2935,Irion County,TX,232266,1530
2936,Campbell County,SD,258569,1349
2937,Wallace County,KS,103267,1488
2938,Lane County,KS,86599,1556
2939,Wheeler County,OR,273796,1445
2940,Throckmorton County,TX,96525,1550
2941,Kiowa County,CO,136918,1424
2942,Sterling County,TX,150574,1417
2943,Stonewall County,TX,71897,1182
2944,Carter County,MT,184763,1382
2945,Alpine County,CA,551887,1190
2946,Sheridan County,ND,71115,1295
2947,Rock County,NE,106385,1245
2948,Sully County,SD,274115,1471
2949,Motley County,TX,79567,1032
2950,Briscoe County,TX,84058,1431
2951,Greeley County,KS,111211,1223
2952,Prairie County,MT,140364,1107
2953,Glasscock County,TX,249252,1164
2954,Harding County,SD,207602,1330
2955,Foard County,TX,117609,1057
2956,Sioux County,NE,266293,1127
2957,Camas County,ID,342569,1153
2958,Wibaux County,MT,238895,919
2959,Terrell County,TX,101434,693
2960,Garfield County,MT,261018,1218
2961,Keya Paha County,NE,208927,787
2962,Hayes County,NE,252126,849
2963,Logan County,NE,227177,675
2964,Hinsdale County,CO,439565,775
2965,Clark County,ID,256220,806
2966,Golden Valley County,MT,217987,835
2967,Mineral County,CO,397692,931
2968,Wheeler County,NE,227732,785
2969,Grant County,NE,121352,576
2970,Hooker County,NE,92386,686
2971,San Juan County,CO,506602,803
2972,Treasure County,MT,213124,758
2973,Loup County,NE,282012,599
2974,Banner County,NE,327555,660
2975,Daggett County,UT,314260,1014
2976,Thomas County,NE,134531,671
2977,McPherson County,NE,276586,372
2978,Petroleum County,MT,193511,524
